County,State,County FIPS Code,Opioid Dispensing Rate per 100,Year,County and State
Hale,AL,1065,102.7,2013,"Hale, AL"
Hale,AL,1065,100.2,2014,"Hale, AL"
Hale,AL,1065,85.1,2015,"Hale, AL"
Hale,AL,1065,97.7,2016,"Hale, AL"
HALE,AL,1065,99.3,2017,"HALE, AL"
HALE,AL,1065,74.6,2018,"HALE, AL"
HALE,AL,1065,22.6,2020,"HALE, AL"
Hale ,AL,1065,22.2,2019,"Hale , AL"
Henry,AL,1067,41,2006,"Henry, AL"
Henry,AL,1067,39.3,2007,"Henry, AL"
Henry,AL,1067,31.4,2008,"Henry, AL"
Henry,AL,1067,42.9,2009,"Henry, AL"
Henry,AL,1067,40.3,2010,"Henry, AL"
Henry,AL,1067,35,2011,"Henry, AL"
Henry,AL,1067,37.5,2012,"Henry, AL"
Henry,AL,1067,36.5,2013,"Henry, AL"
Henry,AL,1067,37.3,2014,"Henry, AL"
Henry,AL,1067,49.2,2015,"Henry, AL"
Henry,AL,1067,30.7,2016,"Henry, AL"
HENRY,AL,1067,26.5,2017,"HENRY, AL"
HENRY,AL,1067,21.3,2018,"HENRY, AL"
HENRY,AL,1067,46.2,2020,"HENRY, AL"
Henry ,AL,1067,52.3,2019,"Henry , AL"
Houston,AL,1069,157.6,2006,"Houston, AL"
Houston,AL,1069,167.1,2007,"Houston, AL"
Houston,AL,1069,171.7,2008,"Houston, AL"
Houston,AL,1069,185.5,2009,"Houston, AL"
Houston,AL,1069,192.6,2010,"Houston, AL"
Houston,AL,1069,192.8,2011,"Houston, AL"
Houston,AL,1069,185.2,2012,"Houston, AL"
Houston,AL,1069,179.8,2013,"Houston, AL"
Houston,AL,1069,161.1,2014,"Houston, AL"
Houston,AL,1069,146.6,2015,"Houston, AL"
Houston,AL,1069,142.8,2016,"Houston, AL"
HOUSTON,AL,1069,136.4,2017,"HOUSTON, AL"
HOUSTON,AL,1069,127.8,2018,"HOUSTON, AL"
HOUSTON,AL,1069,136.5,2020,"HOUSTON, AL"
Houston ,AL,1069,146.1,2019,"Houston , AL"
Jackson,AL,1071,108.9,2006,"Jackson, AL"
Jackson,AL,1071,110.7,2007,"Jackson, AL"
Jackson,AL,1071,106.8,2008,"Jackson, AL"
Jackson,AL,1071,130,2009,"Jackson, AL"
Jackson,AL,1071,132.8,2010,"Jackson, AL"
Jackson,AL,1071,125.1,2011,"Jackson, AL"
Jackson,AL,1071,140.7,2012,"Jackson, AL"
Jackson,AL,1071,140.5,2013,"Jackson, AL"
Jackson,AL,1071,135.6,2014,"Jackson, AL"
Jackson,AL,1071,117.3,2015,"Jackson, AL"
Jackson,AL,1071,144.6,2016,"Jackson, AL"
JACKSON,AL,1071,142.9,2017,"JACKSON, AL"
JACKSON,AL,1071,130.5,2018,"JACKSON, AL"
JACKSON,AL,1071,71.7,2020,"JACKSON, AL"
Jackson ,AL,1071,82.3,2019,"Jackson , AL"
Jefferson,AL,1073,119.4,2006,"Jefferson, AL"
Jefferson,AL,1073,123.7,2007,"Jefferson, AL"
Jefferson,AL,1073,128.3,2008,"Jefferson, AL"
Jefferson,AL,1073,134.3,2009,"Jefferson, AL"
Jefferson,AL,1073,138,2010,"Jefferson, AL"
Jefferson,AL,1073,139.9,2011,"Jefferson, AL"
Jefferson,AL,1073,141.2,2012,"Jefferson, AL"
Jefferson,AL,1073,136.7,2013,"Jefferson, AL"
Jefferson,AL,1073,130.2,2014,"Jefferson, AL"
Jefferson,AL,1073,123.4,2015,"Jefferson, AL"
Jefferson,AL,1073,116.7,2016,"Jefferson, AL"
JEFFERSON,AL,1073,105.1,2017,"JEFFERSON, AL"
JEFFERSON,AL,1073,95.8,2018,"JEFFERSON, AL"
JEFFERSON,AL,1073,139,2020,"JEFFERSON, AL"
Jefferson ,AL,1073,143.5,2019,"Jefferson , AL"
Lamar,AL,1075,53,2006,"Lamar, AL"
Lamar,AL,1075,52.1,2007,"Lamar, AL"
Lamar,AL,1075,53.1,2008,"Lamar, AL"
Lamar,AL,1075,62.5,2009,"Lamar, AL"
Lamar,AL,1075,46.5,2010,"Lamar, AL"
Lamar,AL,1075,46.9,2011,"Lamar, AL"
Lamar,AL,1075,50.6,2012,"Lamar, AL"
Lamar,AL,1075,81.2,2013,"Lamar, AL"
Lamar,AL,1075,105.8,2014,"Lamar, AL"
Lamar,AL,1075,107.9,2015,"Lamar, AL"
Lamar,AL,1075,104.7,2016,"Lamar, AL"
LAMAR,AL,1075,81.2,2017,"LAMAR, AL"
LAMAR,AL,1075,82,2018,"LAMAR, AL"
LAMAR,AL,1075,10.7,2020,"LAMAR, AL"
Lamar ,AL,1075,13.8,2019,"Lamar , AL"
Lauderdale,AL,1077,132.7,2006,"Lauderdale, AL"
Lauderdale,AL,1077,132.4,2007,"Lauderdale, AL"
Lauderdale,AL,1077,144,2008,"Lauderdale, AL"
Lauderdale,AL,1077,145.3,2009,"Lauderdale, AL"
Lauderdale,AL,1077,145,2010,"Lauderdale, AL"
Lauderdale,AL,1077,146.3,2011,"Lauderdale, AL"
Lauderdale,AL,1077,170.4,2012,"Lauderdale, AL"
Lauderdale,AL,1077,156.1,2013,"Lauderdale, AL"
Lauderdale,AL,1077,151,2014,"Lauderdale, AL"
Lauderdale,AL,1077,140.2,2015,"Lauderdale, AL"
Lauderdale,AL,1077,127.5,2016,"Lauderdale, AL"
LAUDERDALE,AL,1077,112.8,2017,"LAUDERDALE, AL"
LAUDERDALE,AL,1077,100.8,2018,"LAUDERDALE, AL"
LAUDERDALE,AL,1077,57.3,2020,"LAUDERDALE, AL"
Lauderdale ,AL,1077,58.5,2019,"Lauderdale , AL"
Lawrence,AL,1079,45.9,2006,"Lawrence, AL"
Lawrence,AL,1079,48.3,2007,"Lawrence, AL"
Lawrence,AL,1079,63.6,2008,"Lawrence, AL"
Lawrence,AL,1079,67,2009,"Lawrence, AL"
Lawrence,AL,1079,64.3,2010,"Lawrence, AL"
Lawrence,AL,1079,87.3,2011,"Lawrence, AL"
Lawrence,AL,1079,129.3,2012,"Lawrence, AL"
Lawrence,AL,1079,130.5,2013,"Lawrence, AL"
Lawrence,AL,1079,140.5,2014,"Lawrence, AL"
Lawrence,AL,1079,126.2,2015,"Lawrence, AL"
Lawrence,AL,1079,114.1,2016,"Lawrence, AL"
LAWRENCE,AL,1079,101.8,2017,"LAWRENCE, AL"
LAWRENCE,AL,1079,88,2018,"LAWRENCE, AL"
LAWRENCE,AL,1079,28.3,2020,"LAWRENCE, AL"
Lawrence ,AL,1079,30.4,2019,"Lawrence , AL"
Lee,AL,1081,70.6,2006,"Lee, AL"
Lee,AL,1081,72.6,2007,"Lee, AL"
Lee,AL,1081,72.8,2008,"Lee, AL"
Lee,AL,1081,73.8,2009,"Lee, AL"
Lee,AL,1081,74.3,2010,"Lee, AL"
Lee,AL,1081,78,2011,"Lee, AL"
Lee,AL,1081,80,2012,"Lee, AL"
Lee,AL,1081,74.9,2013,"Lee, AL"
Lee,AL,1081,70,2014,"Lee, AL"
Lee,AL,1081,63.2,2015,"Lee, AL"
Lee,AL,1081,64.5,2016,"Lee, AL"
LEE,AL,1081,58.7,2017,"LEE, AL"
LEE,AL,1081,52.2,2018,"LEE, AL"
LEE,AL,1081,35.4,2020,"LEE, AL"
Lee ,AL,1081,39.5,2019,"Lee , AL"
Limestone,AL,1083,60,2006,"Limestone, AL"
Limestone,AL,1083,59.3,2007,"Limestone, AL"
Limestone,AL,1083,69.8,2008,"Limestone, AL"
Limestone,AL,1083,74.6,2009,"Limestone, AL"
Limestone,AL,1083,75.3,2010,"Limestone, AL"
Limestone,AL,1083,71.6,2011,"Limestone, AL"
Limestone,AL,1083,76.5,2012,"Limestone, AL"
Limestone,AL,1083,79.5,2013,"Limestone, AL"
Limestone,AL,1083,79.1,2014,"Limestone, AL"
Limestone,AL,1083,70.2,2015,"Limestone, AL"
Limestone,AL,1083,76.5,2016,"Limestone, AL"
LIMESTONE,AL,1083,69.4,2017,"LIMESTONE, AL"
LIMESTONE,AL,1083,61.4,2018,"LIMESTONE, AL"
LIMESTONE,AL,1083,26.9,2020,"LIMESTONE, AL"
Limestone ,AL,1083,33.1,2019,"Limestone , AL"
Lowndes,AL,1085,9.1,2006,"Lowndes, AL"
Lowndes,AL,1085,10.4,2007,"Lowndes, AL"
Lowndes,AL,1085,8.6,2008,"Lowndes, AL"
Lowndes,AL,1085,16.6,2009,"Lowndes, AL"
Lowndes,AL,1085,16.7,2010,"Lowndes, AL"
Lowndes,AL,1085,16.2,2011,"Lowndes, AL"
Lowndes,AL,1085,15.9,2012,"Lowndes, AL"
Lowndes,AL,1085,9.6,2013,"Lowndes, AL"
Lowndes,AL,1085,1.9,2014,"Lowndes, AL"
Lowndes,AL,1085,0.4,2015,"Lowndes, AL"
Lowndes,AL,1085,0.7,2016,"Lowndes, AL"
LOWNDES,AL,1085,0.4,2017,"LOWNDES, AL"
LOWNDES,AL,1085,8.3,2020,"LOWNDES, AL"
Lowndes ,AL,1085,9.2,2019,"Lowndes , AL"
Macon,AL,1087,46.6,2006,"Macon, AL"
Macon,AL,1087,55.9,2007,"Macon, AL"
Macon,AL,1087,53,2008,"Macon, AL"
Macon,AL,1087,57.1,2009,"Macon, AL"
Macon,AL,1087,55.7,2010,"Macon, AL"
Macon,AL,1087,53.3,2011,"Macon, AL"
Macon,AL,1087,62.3,2012,"Macon, AL"
Macon,AL,1087,75.8,2013,"Macon, AL"
Macon,AL,1087,67.2,2014,"Macon, AL"
Macon,AL,1087,62.3,2015,"Macon, AL"
Macon,AL,1087,60.1,2016,"Macon, AL"
MACON,AL,1087,45.5,2017,"MACON, AL"
MACON,AL,1087,42.4,2018,"MACON, AL"
MACON,AL,1087,11.3,2020,"MACON, AL"
Macon ,AL,1087,10.6,2019,"Macon , AL"
Madison,AL,1089,115.3,2006,"Madison, AL"
Madison,AL,1089,119.6,2007,"Madison, AL"
Madison,AL,1089,127.5,2008,"Madison, AL"
Madison,AL,1089,129,2009,"Madison, AL"
Madison,AL,1089,132.8,2010,"Madison, AL"
Madison,AL,1089,132.9,2011,"Madison, AL"
Madison,AL,1089,132.2,2012,"Madison, AL"
Madison,AL,1089,131.8,2013,"Madison, AL"
Madison,AL,1089,122,2014,"Madison, AL"
Madison,AL,1089,117.4,2015,"Madison, AL"
Madison,AL,1089,113.7,2016,"Madison, AL"
MADISON,AL,1089,101.1,2017,"MADISON, AL"
MADISON,AL,1089,85.4,2018,"MADISON, AL"
MADISON,AL,1089,87.3,2020,"MADISON, AL"
Madison ,AL,1089,97.8,2019,"Madison , AL"
Marengo,AL,1091,114.1,2006,"Marengo, AL"
Marengo,AL,1091,120.2,2007,"Marengo, AL"
Marengo,AL,1091,125,2008,"Marengo, AL"
Marengo,AL,1091,129.8,2009,"Marengo, AL"
Marengo,AL,1091,128.7,2010,"Marengo, AL"
Marengo,AL,1091,132.6,2011,"Marengo, AL"
Marengo,AL,1091,141.5,2012,"Marengo, AL"
Marengo,AL,1091,147.1,2013,"Marengo, AL"
Marengo,AL,1091,140.9,2014,"Marengo, AL"
Marengo,AL,1091,130.8,2015,"Marengo, AL"
Marengo,AL,1091,131.7,2016,"Marengo, AL"
MARENGO,AL,1091,130.1,2017,"MARENGO, AL"
MARENGO,AL,1091,147.9,2018,"MARENGO, AL"
MARENGO,AL,1091,58.8,2020,"MARENGO, AL"
Marengo ,AL,1091,72.3,2019,"Marengo , AL"
Marion,AL,1093,216,2006,"Marion, AL"
Marion,AL,1093,221.3,2007,"Marion, AL"
Marion,AL,1093,230.7,2008,"Marion, AL"
Marion,AL,1093,273.3,2009,"Marion, AL"
Marion,AL,1093,229.9,2010,"Marion, AL"
Marion,AL,1093,224.8,2011,"Marion, AL"
Marion,AL,1093,228.7,2012,"Marion, AL"
Marion,AL,1093,222,2013,"Marion, AL"
Marion,AL,1093,207.3,2014,"Marion, AL"
Marion,AL,1093,192.9,2015,"Marion, AL"
Marion,AL,1093,182.1,2016,"Marion, AL"
MARION,AL,1093,164.7,2017,"MARION, AL"
MARION,AL,1093,140.2,2018,"MARION, AL"
MARION,AL,1093,106,2020,"MARION, AL"
Marion ,AL,1093,108.7,2019,"Marion , AL"
Marshall,AL,1095,182.3,2006,"Marshall, AL"
Marshall,AL,1095,190.8,2007,"Marshall, AL"
Marshall,AL,1095,202,2008,"Marshall, AL"
Marshall,AL,1095,209.4,2009,"Marshall, AL"
Marshall,AL,1095,217.8,2010,"Marshall, AL"
Marshall,AL,1095,224.7,2011,"Marshall, AL"
Marshall,AL,1095,240.4,2012,"Marshall, AL"
Marshall,AL,1095,229.8,2013,"Marshall, AL"
Marshall,AL,1095,221.2,2014,"Marshall, AL"
Marshall,AL,1095,200.4,2015,"Marshall, AL"
Marshall,AL,1095,191.1,2016,"Marshall, AL"
MARSHALL,AL,1095,166.6,2017,"MARSHALL, AL"
MARSHALL,AL,1095,151.9,2018,"MARSHALL, AL"
MARSHALL,AL,1095,92.2,2020,"MARSHALL, AL"
Marshall ,AL,1095,97.2,2019,"Marshall , AL"
Mobile,AL,1097,127.7,2006,"Mobile, AL"
Mobile,AL,1097,135.6,2007,"Mobile, AL"
Mobile,AL,1097,145.7,2008,"Mobile, AL"
Mobile,AL,1097,150.3,2009,"Mobile, AL"
Mobile,AL,1097,149.6,2010,"Mobile, AL"
Mobile,AL,1097,152.8,2011,"Mobile, AL"
Mobile,AL,1097,163.4,2012,"Mobile, AL"
Mobile,AL,1097,164.2,2013,"Mobile, AL"
Mobile,AL,1097,158.5,2014,"Mobile, AL"
Mobile,AL,1097,143,2015,"Mobile, AL"
Mobile,AL,1097,133.5,2016,"Mobile, AL"
MOBILE,AL,1097,119.3,2017,"MOBILE, AL"
MOBILE,AL,1097,107.6,2018,"MOBILE, AL"
MOBILE,AL,1097,98,2020,"MOBILE, AL"
Mobile ,AL,1097,108.4,2019,"Mobile , AL"
Monroe,AL,1099,134.3,2006,"Monroe, AL"
Monroe,AL,1099,132.3,2007,"Monroe, AL"
Monroe,AL,1099,135,2008,"Monroe, AL"
Monroe,AL,1099,106.1,2009,"Monroe, AL"
Monroe,AL,1099,122.5,2010,"Monroe, AL"
Monroe,AL,1099,122.7,2011,"Monroe, AL"
Monroe,AL,1099,130.4,2012,"Monroe, AL"
Monroe,AL,1099,150.1,2013,"Monroe, AL"
Monroe,AL,1099,143.8,2014,"Monroe, AL"
Monroe,AL,1099,134.5,2015,"Monroe, AL"
Monroe,AL,1099,135.7,2016,"Monroe, AL"
MONROE,AL,1099,125.3,2017,"MONROE, AL"
MONROE,AL,1099,109.8,2018,"MONROE, AL"
MONROE,AL,1099,53.7,2020,"MONROE, AL"
Monroe ,AL,1099,48.9,2019,"Monroe , AL"
Montgomery,AL,1101,97.5,2006,"Montgomery, AL"
Montgomery,AL,1101,105.3,2007,"Montgomery, AL"
Montgomery,AL,1101,110.3,2008,"Montgomery, AL"
Montgomery,AL,1101,106.3,2009,"Montgomery, AL"
Montgomery,AL,1101,105.5,2010,"Montgomery, AL"
Montgomery,AL,1101,105.7,2011,"Montgomery, AL"
Montgomery,AL,1101,111.9,2012,"Montgomery, AL"
Montgomery,AL,1101,112,2013,"Montgomery, AL"
Montgomery,AL,1101,101.7,2014,"Montgomery, AL"
Montgomery,AL,1101,87,2015,"Montgomery, AL"
Montgomery,AL,1101,88,2016,"Montgomery, AL"
MONTGOMERY,AL,1101,84.9,2017,"MONTGOMERY, AL"
MONTGOMERY,AL,1101,70.3,2018,"MONTGOMERY, AL"
MONTGOMERY,AL,1101,86.3,2020,"MONTGOMERY, AL"
Montgomery ,AL,1101,93.2,2019,"Montgomery , AL"
Morgan,AL,1103,151.8,2006,"Morgan, AL"
Morgan,AL,1103,154.8,2007,"Morgan, AL"
Morgan,AL,1103,159,2008,"Morgan, AL"
Morgan,AL,1103,160.1,2009,"Morgan, AL"
Morgan,AL,1103,158.6,2010,"Morgan, AL"
Morgan,AL,1103,156.5,2011,"Morgan, AL"
Morgan,AL,1103,161.6,2012,"Morgan, AL"
Morgan,AL,1103,159.9,2013,"Morgan, AL"
Morgan,AL,1103,142.7,2014,"Morgan, AL"
Morgan,AL,1103,138,2015,"Morgan, AL"
Morgan,AL,1103,135.4,2016,"Morgan, AL"
MORGAN,AL,1103,117.8,2017,"MORGAN, AL"
MORGAN,AL,1103,108.9,2018,"MORGAN, AL"
MORGAN,AL,1103,67.9,2020,"MORGAN, AL"
Morgan ,AL,1103,69.2,2019,"Morgan , AL"
Perry,AL,1105,–,2006,"Perry, AL"
Perry,AL,1105,–,2007,"Perry, AL"
Perry,AL,1105,–,2008,"Perry, AL"
Perry,AL,1105,–,2009,"Perry, AL"
Perry,AL,1105,–,2010,"Perry, AL"
Perry,AL,1105,–,2011,"Perry, AL"
Perry,AL,1105,–,2012,"Perry, AL"
Perry,AL,1105,–,2013,"Perry, AL"
Perry,AL,1105,5.2,2014,"Perry, AL"
Perry,AL,1105,4,2015,"Perry, AL"
Perry,AL,1105,3.6,2016,"Perry, AL"
PERRY,AL,1105,3.6,2017,"PERRY, AL"
PERRY,AL,1105,0.1,2018,"PERRY, AL"
PERRY,AL,1105,17.3,2020,"PERRY, AL"
Perry ,AL,1105,15.3,2019,"Perry , AL"
Pickens,AL,1107,85.5,2006,"Pickens, AL"
Pickens,AL,1107,116.7,2007,"Pickens, AL"
Pickens,AL,1107,125.5,2008,"Pickens, AL"
Pickens,AL,1107,114.3,2009,"Pickens, AL"
Pickens,AL,1107,117.7,2010,"Pickens, AL"
Pickens,AL,1107,120.5,2011,"Pickens, AL"
Pickens,AL,1107,126.4,2012,"Pickens, AL"
Pickens,AL,1107,133,2013,"Pickens, AL"
Pickens,AL,1107,124.7,2014,"Pickens, AL"
Pickens,AL,1107,98.9,2015,"Pickens, AL"
Pickens,AL,1107,81.5,2016,"Pickens, AL"
PICKENS,AL,1107,71.5,2017,"PICKENS, AL"
PICKENS,AL,1107,63.4,2018,"PICKENS, AL"
PICKENS,AL,1107,43.7,2020,"PICKENS, AL"
Pickens ,AL,1107,33.6,2019,"Pickens , AL"
Pike,AL,1109,88.3,2006,"Pike, AL"
Pike,AL,1109,101.6,2007,"Pike, AL"
Pike,AL,1109,109.6,2008,"Pike, AL"
Pike,AL,1109,119.8,2009,"Pike, AL"
Pike,AL,1109,117.4,2010,"Pike, AL"
Pike,AL,1109,122.9,2011,"Pike, AL"
Pike,AL,1109,121.8,2012,"Pike, AL"
Pike,AL,1109,117.5,2013,"Pike, AL"
Pike,AL,1109,112.7,2014,"Pike, AL"
Pike,AL,1109,104.7,2015,"Pike, AL"
Pike,AL,1109,105.5,2016,"Pike, AL"
PIKE,AL,1109,99.7,2017,"PIKE, AL"
PIKE,AL,1109,90.1,2018,"PIKE, AL"
PIKE,AL,1109,38.5,2020,"PIKE, AL"
Pike ,AL,1109,36.6,2019,"Pike , AL"
Randolph,AL,1111,56.4,2006,"Randolph, AL"
Randolph,AL,1111,58.3,2007,"Randolph, AL"
Randolph,AL,1111,59.6,2008,"Randolph, AL"
Randolph,AL,1111,58.3,2009,"Randolph, AL"
Randolph,AL,1111,95.4,2010,"Randolph, AL"
Randolph,AL,1111,104.1,2011,"Randolph, AL"
Randolph,AL,1111,137.9,2012,"Randolph, AL"
Randolph,AL,1111,128,2013,"Randolph, AL"
Randolph,AL,1111,126.3,2014,"Randolph, AL"
Randolph,AL,1111,112.1,2015,"Randolph, AL"
Randolph,AL,1111,108.8,2016,"Randolph, AL"
RANDOLPH,AL,1111,100,2017,"RANDOLPH, AL"
RANDOLPH,AL,1111,86,2018,"RANDOLPH, AL"
RANDOLPH,AL,1111,47,2020,"RANDOLPH, AL"
Randolph ,AL,1111,56.1,2019,"Randolph , AL"
Russell,AL,1113,139.5,2006,"Russell, AL"
Russell,AL,1113,146.7,2007,"Russell, AL"
Russell,AL,1113,150.1,2008,"Russell, AL"
Russell,AL,1113,157,2009,"Russell, AL"
Russell,AL,1113,157.8,2010,"Russell, AL"
Russell,AL,1113,160.9,2011,"Russell, AL"
Russell,AL,1113,155.2,2012,"Russell, AL"
Russell,AL,1113,146,2013,"Russell, AL"
Russell,AL,1113,128.9,2014,"Russell, AL"
Russell,AL,1113,117.9,2015,"Russell, AL"
Russell,AL,1113,110.6,2016,"Russell, AL"
RUSSELL,AL,1113,103.1,2017,"RUSSELL, AL"
RUSSELL,AL,1113,92.9,2018,"RUSSELL, AL"
RUSSELL,AL,1113,35.9,2020,"RUSSELL, AL"
Russell ,AL,1113,34.6,2019,"Russell , AL"
SAINT CLAIR,AL,1115,106.9,2017,"SAINT CLAIR, AL"
SAINT CLAIR,AL,1115,100.1,2018,"SAINT CLAIR, AL"
SAINT CLAIR,AL,1115,63,2020,"SAINT CLAIR, AL"
St. Clair,AL,1115,79.1,2006,"St. Clair, AL"
St. Clair,AL,1115,79.2,2007,"St. Clair, AL"
St. Clair,AL,1115,85.2,2008,"St. Clair, AL"
St. Clair,AL,1115,102,2009,"St. Clair, AL"
St. Clair,AL,1115,109.5,2010,"St. Clair, AL"
St. Clair,AL,1115,107.9,2011,"St. Clair, AL"
St. Clair,AL,1115,117.5,2012,"St. Clair, AL"
St. Clair,AL,1115,117.8,2013,"St. Clair, AL"
St. Clair,AL,1115,112.9,2014,"St. Clair, AL"
St. Clair,AL,1115,107.6,2015,"St. Clair, AL"
St. Clair,AL,1115,114.4,2016,"St. Clair, AL"
St. Clair ,AL,1115,61.9,2019,"St. Clair , AL"
Shelby,AL,1117,110.4,2006,"Shelby, AL"
Shelby,AL,1117,114.2,2007,"Shelby, AL"
Shelby,AL,1117,116.1,2008,"Shelby, AL"
Shelby,AL,1117,122.5,2009,"Shelby, AL"
Shelby,AL,1117,124.2,2010,"Shelby, AL"
Shelby,AL,1117,127.5,2011,"Shelby, AL"
Shelby,AL,1117,128.1,2012,"Shelby, AL"
Shelby,AL,1117,119.4,2013,"Shelby, AL"
Shelby,AL,1117,110.5,2014,"Shelby, AL"
Shelby,AL,1117,103.4,2015,"Shelby, AL"
Shelby,AL,1117,100.7,2016,"Shelby, AL"
SHELBY,AL,1117,90.4,2017,"SHELBY, AL"
SHELBY,AL,1117,81.2,2018,"SHELBY, AL"
SHELBY,AL,1117,64.6,2020,"SHELBY, AL"
Shelby ,AL,1117,76.9,2019,"Shelby , AL"
Sumter,AL,1119,39,2006,"Sumter, AL"
Sumter,AL,1119,43,2007,"Sumter, AL"
Sumter,AL,1119,44,2008,"Sumter, AL"
Sumter,AL,1119,45.9,2009,"Sumter, AL"
Sumter,AL,1119,49.4,2010,"Sumter, AL"
Sumter,AL,1119,52,2011,"Sumter, AL"
Sumter,AL,1119,51.6,2012,"Sumter, AL"
Sumter,AL,1119,50.1,2013,"Sumter, AL"
Sumter,AL,1119,45.7,2014,"Sumter, AL"
Sumter,AL,1119,41.3,2015,"Sumter, AL"
Sumter,AL,1119,40.5,2016,"Sumter, AL"
SUMTER,AL,1119,37.5,2017,"SUMTER, AL"
SUMTER,AL,1119,27.8,2018,"SUMTER, AL"
SUMTER,AL,1119,41.9,2020,"SUMTER, AL"
Sumter ,AL,1119,38,2019,"Sumter , AL"
Talladega,AL,1121,111.6,2006,"Talladega, AL"
Talladega,AL,1121,120.6,2007,"Talladega, AL"
Talladega,AL,1121,129,2008,"Talladega, AL"
Talladega,AL,1121,140.5,2009,"Talladega, AL"
Talladega,AL,1121,147.4,2010,"Talladega, AL"
Talladega,AL,1121,155.9,2011,"Talladega, AL"
Talladega,AL,1121,166.9,2012,"Talladega, AL"
Talladega,AL,1121,167.5,2013,"Talladega, AL"
Talladega,AL,1121,154.4,2014,"Talladega, AL"
Talladega,AL,1121,140.1,2015,"Talladega, AL"
Talladega,AL,1121,138.9,2016,"Talladega, AL"
TALLADEGA,AL,1121,124.3,2017,"TALLADEGA, AL"
TALLADEGA,AL,1121,108.5,2018,"TALLADEGA, AL"
TALLADEGA,AL,1121,39.7,2020,"TALLADEGA, AL"
Talladega ,AL,1121,41.3,2019,"Talladega , AL"
Tallapoosa,AL,1123,82.9,2006,"Tallapoosa, AL"
Tallapoosa,AL,1123,85.2,2007,"Tallapoosa, AL"
Tallapoosa,AL,1123,89.6,2008,"Tallapoosa, AL"
Tallapoosa,AL,1123,95.3,2009,"Tallapoosa, AL"
Tallapoosa,AL,1123,95.3,2010,"Tallapoosa, AL"
Tallapoosa,AL,1123,98.6,2011,"Tallapoosa, AL"
Tallapoosa,AL,1123,110.1,2012,"Tallapoosa, AL"
Tallapoosa,AL,1123,111.1,2013,"Tallapoosa, AL"
Tallapoosa,AL,1123,109.8,2014,"Tallapoosa, AL"
Tallapoosa,AL,1123,103.1,2015,"Tallapoosa, AL"
Tallapoosa,AL,1123,108,2016,"Tallapoosa, AL"
TALLAPOOSA,AL,1123,100.8,2017,"TALLAPOOSA, AL"
TALLAPOOSA,AL,1123,93,2018,"TALLAPOOSA, AL"
TALLAPOOSA,AL,1123,43.4,2020,"TALLAPOOSA, AL"
Tallapoosa ,AL,1123,47,2019,"Tallapoosa , AL"
Tuscaloosa,AL,1125,105.1,2006,"Tuscaloosa, AL"
Tuscaloosa,AL,1125,107,2007,"Tuscaloosa, AL"
Tuscaloosa,AL,1125,112,2008,"Tuscaloosa, AL"
Tuscaloosa,AL,1125,115.6,2009,"Tuscaloosa, AL"
Tuscaloosa,AL,1125,118.7,2010,"Tuscaloosa, AL"
Tuscaloosa,AL,1125,118.2,2011,"Tuscaloosa, AL"
Tuscaloosa,AL,1125,126.8,2012,"Tuscaloosa, AL"
Tuscaloosa,AL,1125,123.8,2013,"Tuscaloosa, AL"
Tuscaloosa,AL,1125,116.7,2014,"Tuscaloosa, AL"
Tuscaloosa,AL,1125,114,2015,"Tuscaloosa, AL"
Tuscaloosa,AL,1125,111.2,2016,"Tuscaloosa, AL"
TUSCALOOSA,AL,1125,100.4,2017,"TUSCALOOSA, AL"
TUSCALOOSA,AL,1125,89.1,2018,"TUSCALOOSA, AL"
TUSCALOOSA,AL,1125,86.6,2020,"TUSCALOOSA, AL"
Tuscaloosa ,AL,1125,96.5,2019,"Tuscaloosa , AL"
Walker,AL,1127,304.1,2006,"Walker, AL"
Walker,AL,1127,306.5,2007,"Walker, AL"
Walker,AL,1127,312.4,2008,"Walker, AL"
Walker,AL,1127,329.8,2009,"Walker, AL"
Walker,AL,1127,338.1,2010,"Walker, AL"
Walker,AL,1127,340.2,2011,"Walker, AL"
Walker,AL,1127,335.1,2012,"Walker, AL"
Walker,AL,1127,317.1,2013,"Walker, AL"
Walker,AL,1127,291.1,2014,"Walker, AL"
Walker,AL,1127,249.9,2015,"Walker, AL"
Walker,AL,1127,235.4,2016,"Walker, AL"
WALKER,AL,1127,218.8,2017,"WALKER, AL"
WALKER,AL,1127,204.8,2018,"WALKER, AL"
WALKER,AL,1127,123,2020,"WALKER, AL"
Walker ,AL,1127,132.7,2019,"Walker , AL"
Washington,AL,1129,37.8,2006,"Washington, AL"
Washington,AL,1129,37.9,2007,"Washington, AL"
Washington,AL,1129,37.4,2008,"Washington, AL"
Washington,AL,1129,40.2,2009,"Washington, AL"
Washington,AL,1129,38.2,2010,"Washington, AL"
Washington,AL,1129,37.6,2011,"Washington, AL"
Washington,AL,1129,38.6,2012,"Washington, AL"
Washington,AL,1129,37.4,2013,"Washington, AL"
Washington,AL,1129,36.8,2014,"Washington, AL"
Washington,AL,1129,37.8,2015,"Washington, AL"
Washington,AL,1129,44.3,2016,"Washington, AL"
WASHINGTON,AL,1129,52.4,2017,"WASHINGTON, AL"
WASHINGTON,AL,1129,44,2018,"WASHINGTON, AL"
WASHINGTON,AL,1129,29.4,2020,"WASHINGTON, AL"
Washington ,AL,1129,28.1,2019,"Washington , AL"
Wilcox,AL,1131,45.4,2006,"Wilcox, AL"
